NC_009144.2	chr1
NW_001874830.1	chrUn
NW_001874831.1	chrUn
NW_001874832.1	chrUn
NW_001874833.1	chrUn
NW_001874834.1	chrUn
NW_001874835.1	chrUn
NW_001874836.1	chrUn
NW_001874837.1	chrUn
NW_001874839.1	chrUn
NW_001874840.1	chrUn
NW_001874841.1	chrUn
NW_001874842.1	chrUn
NW_001874843.1	chrUn
NW_001874844.1	chrUn
NW_001874845.1	chrUn
NW_001874846.1	chrUn
NW_001874847.1	chrUn
NW_001874848.1	chrUn
NW_001874850.1	chrUn
NW_001874851.1	chrUn
NW_001874852.1	chrUn
NW_001874853.1	chrUn
NW_001874856.1	chrUn
NW_001874857.1	chrUn
NW_001874858.1	chrUn
NW_001874859.1	chrUn
NW_001874861.1	chrUn
NW_001874862.1	chrUn
NW_001874863.1	chrUn
NW_001874864.1	chrUn
NW_001874865.1	chrUn
NW_001874866.1	chrUn
NW_001874867.1	chrUn
NW_001874868.1	chrUn
NW_001874869.1	chrUn
NW_001874870.1	chrUn
NW_001874872.1	chrUn
NW_001874873.1	chrUn
NW_001874874.1	chrUn
NW_001874875.1	chrUn
NW_001874876.1	chrUn
NW_001874877.1	chrUn
NW_001874878.1	chrUn
NW_001874879.1	chrUn
NW_001874880.1	chrUn
NW_001874881.1	chrUn
NW_001874883.1	chrUn
NW_001874884.1	chrUn
NW_001874885.1	chrUn
NW_001874886.1	chrUn
NW_001874888.1	chrUn
NW_001874889.1	chrUn
NW_001874890.1	chrUn
NW_001874891.1	chrUn
NW_001874892.1	chrUn
NW_001874894.1	chrUn
NW_001874895.1	chrUn
NW_001874897.1	chrUn
NW_001874898.1	chrUn
NW_001874899.1	chrUn
NW_001874900.1	chrUn
NW_001874901.1	chrUn
NW_001874902.1	chrUn
NW_001874903.1	chrUn
NW_001874905.1	chrUn
NW_001874906.1	chrUn
NW_001874907.1	chrUn
NW_001874908.1	chrUn
NW_001874909.1	chrUn
NW_001874910.1	chrUn
NW_001874911.1	chrUn
NW_001874912.1	chrUn
NW_001874913.1	chrUn
NW_001874914.1	chrUn
NW_001874916.1	chrUn
NW_001874917.1	chrUn
NW_001874918.1	chrUn
NW_001874919.1	chrUn
NW_001874920.1	chrUn
NW_001874921.1	chrUn
NW_001874922.1	chrUn
NW_001874923.1	chrUn
NW_001874924.1	chrUn
NW_001874925.1	chrUn
NW_001874927.1	chrUn
NW_001874928.1	chrUn
NW_001874929.1	chrUn
NW_001874930.1	chrUn
NW_001874931.1	chrUn
NW_001874932.1	chrUn
NW_001874933.1	chrUn
NW_001874934.1	chrUn
NW_001874935.1	chrUn
NW_001874936.1	chrUn
NW_001874938.1	chrUn
NW_001874939.1	chrUn
NW_001874940.1	chrUn
NW_001874941.1	chrUn
NW_001874942.1	chrUn
NW_001874943.1	chrUn
NW_001874944.1	chrUn
NW_001874945.1	chrUn
NW_001874946.1	chrUn
NW_001874947.1	chrUn
NW_001874949.1	chrUn
NW_001874950.1	chrUn
NW_001874951.1	chrUn
NW_001874952.1	chrUn
NW_001874953.1	chrUn
NW_001874954.1	chrUn
NW_001874955.1	chrUn
NW_001874956.1	chrUn
NW_001874957.1	chrUn
NW_001874958.1	chrUn
NW_001874960.1	chrUn
NW_001874961.1	chrUn
NW_001874962.1	chrUn
NW_001874963.1	chrUn
NW_001874964.1	chrUn
NW_001874965.1	chrUn
NW_001874966.1	chrUn
NW_001874967.1	chrUn
NW_001874968.1	chrUn
NW_001874969.1	chrUn
NW_001874971.1	chrUn
NW_001874972.1	chrUn
NW_001874973.1	chrUn
NW_001874974.1	chrUn
NW_001874975.1	chrUn
NW_001874976.1	chrUn
NW_001874977.1	chrUn
NW_001874978.1	chrUn
NW_001874979.1	chrUn
NW_001874980.1	chrUn
NW_001874982.1	chrUn
NW_001874983.1	chrUn
NW_001874984.1	chrUn
NW_001874985.1	chrUn
NW_001874986.1	chrUn
NW_001874987.1	chrUn
NW_001874988.1	chrUn
NW_001874989.1	chrUn
NW_001874991.1	chrUn
NW_001874993.1	chrUn
NW_001874994.1	chrUn
NW_001874995.1	chrUn
NW_001874996.1	chrUn
NW_001874997.1	chrUn
NW_001874998.1	chrUn
NW_001874999.1	chrUn
NW_001875000.1	chrUn
NW_001875001.1	chrUn
NW_001875002.1	chrUn
NW_001875004.1	chrUn
NW_001875005.1	chrUn
NW_001875006.1	chrUn
NW_001875008.1	chrUn
NW_001875009.1	chrUn
NW_001875010.1	chrUn
NW_001875011.1	chrUn
NW_001875012.1	chrUn
NW_001875013.1	chrUn
NW_001875015.1	chrUn
NW_001875016.1	chrUn
NW_001875017.1	chrUn
NW_001875018.1	chrUn
NW_001875019.1	chrUn
NW_001875020.1	chrUn
NW_001875021.1	chrUn
NW_001875022.1	chrUn
NW_001875023.1	chrUn
NW_001875024.1	chrUn
NW_001875026.1	chrUn
NW_001875027.1	chrUn
NW_001875028.1	chrUn
NW_001875029.1	chrUn
NW_001875030.1	chrUn
NW_001875031.1	chrUn
NW_001875032.1	chrUn
NW_001875033.1	chrUn
NW_001875034.1	chrUn
NW_001875035.1	chrUn
NW_001875037.1	chrUn
NW_001875038.1	chrUn
NW_001875039.1	chrUn
NW_001875040.1	chrUn
NW_001875041.1	chrUn
NW_001875042.1	chrUn
NW_001875043.1	chrUn
NW_001875044.1	chrUn
NW_001875045.1	chrUn
NW_001875046.1	chrUn
NW_001875048.1	chrUn
NW_001875050.1	chrUn
NW_001875051.1	chrUn
NW_001875052.1	chrUn
NW_001875053.1	chrUn
NW_001875054.1	chrUn
NW_001875055.1	chrUn
NW_001875056.1	chrUn
NW_001875057.1	chrUn
NW_001875059.1	chrUn
NW_001875060.1	chrUn
NW_001875062.1	chrUn
NW_001875063.1	chrUn
NW_001875064.1	chrUn
NW_001875065.1	chrUn
NW_001875066.1	chrUn
NW_001875067.1	chrUn
NW_001875068.1	chrUn
NW_001875070.1	chrUn
NW_001875071.1	chrUn
NW_001875072.1	chrUn
NW_001875073.1	chrUn
NW_001875074.1	chrUn
NW_001875075.1	chrUn
NW_001875076.1	chrUn
NW_001875077.1	chrUn
NW_001875078.1	chrUn
NW_001875079.1	chrUn
NW_001875081.1	chrUn
NW_001875082.1	chrUn
NW_001875083.1	chrUn
NW_001875084.1	chrUn
NW_001875085.1	chrUn
NW_001875087.1	chrUn
NW_001875088.1	chrUn
NW_001875089.1	chrUn
NW_001875090.1	chrUn
NW_001875092.1	chrUn
NW_001875093.1	chrUn
NW_001875095.1	chrUn
NW_001875096.1	chrUn
NW_001875097.1	chrUn
NW_001875098.1	chrUn
NW_001875099.1	chrUn
NW_001875100.1	chrUn
NW_001875101.1	chrUn
NW_001875103.1	chrUn
NW_001875104.1	chrUn
NW_001875105.1	chrUn
NW_001875106.1	chrUn
NW_001875107.1	chrUn
NW_001875108.1	chrUn
NW_001875109.1	chrUn
NW_001875110.1	chrUn
NW_001875114.1	chrUn
NW_001875115.1	chrUn
NW_001875116.1	chrUn
NW_001875117.1	chrUn
NW_001875118.1	chrUn
NW_001875119.1	chrUn
NW_001875120.1	chrUn
NW_001875121.1	chrUn
NW_001875122.1	chrUn
NW_001875123.1	chrUn
NW_001875125.1	chrUn
NW_001875126.1	chrUn
NW_001875127.1	chrUn
NW_001875129.1	chrUn
NW_001875130.1	chrUn
NW_001875131.1	chrUn
NW_001875132.1	chrUn
NW_001875133.1	chrUn
NW_001875136.1	chrUn
NW_001875137.1	chrUn
NW_001875138.1	chrUn
NW_001875139.1	chrUn
NW_001875140.1	chrUn
NW_001875141.1	chrUn
NW_001875142.1	chrUn
NW_001875143.1	chrUn
NW_001875144.1	chrUn
NW_001875145.1	chrUn
NW_001875147.1	chrUn
NW_001875148.1	chrUn
NW_001875149.1	chrUn
NW_001875150.1	chrUn
NW_001875151.1	chrUn
NW_001875152.1	chrUn
NW_001875153.1	chrUn
NW_001875154.1	chrUn
NW_001875155.1	chrUn
NW_001875156.1	chrUn
NW_001875158.1	chrUn
NW_001875159.1	chrUn
NW_001875160.1	chrUn
NW_001875161.1	chrUn
NW_001875162.1	chrUn
NW_001875163.1	chrUn
NW_001875164.1	chrUn
NW_001875165.1	chrUn
NW_001875166.1	chrUn
NW_001875167.1	chrUn
NW_001875169.1	chrUn
NW_001875170.1	chrUn
NW_001875171.1	chrUn
NW_001875172.1	chrUn
NW_001875174.1	chrUn
NW_001875175.1	chrUn
NW_001875176.1	chrUn
NW_001875177.1	chrUn
NW_001875178.1	chrUn
NW_001875180.1	chrUn
NW_001875181.1	chrUn
NW_001875182.1	chrUn
NW_001875183.1	chrUn
NW_001875184.1	chrUn
NW_001875185.1	chrUn
NW_001875186.1	chrUn
NW_001875187.1	chrUn
NW_001875188.1	chrUn
NW_001875189.1	chrUn
NW_001875191.1	chrUn
NW_001875193.1	chrUn
NW_001875194.1	chrUn
NW_001875195.1	chrUn
NW_001875196.1	chrUn
NW_001875197.1	chrUn
NW_001875198.1	chrUn
NW_001875199.1	chrUn
NW_001875200.1	chrUn
NW_001875202.1	chrUn
NW_001875203.1	chrUn
NW_001875204.1	chrUn
NW_001875205.1	chrUn
NW_001875206.1	chrUn
NW_001875207.1	chrUn
NW_001875208.1	chrUn
NW_001875209.1	chrUn
NW_001875210.1	chrUn
NW_001875211.1	chrUn
NW_001875213.1	chrUn
NW_001875214.1	chrUn
NW_001875215.1	chrUn
NW_001875216.1	chrUn
NW_001875217.1	chrUn
NW_001875218.1	chrUn
NW_001875219.1	chrUn
NW_001875220.1	chrUn
NW_001875221.1	chrUn
NW_001875222.1	chrUn
NW_001875224.1	chrUn
NW_001875225.1	chrUn
NW_001875226.1	chrUn
NW_001875227.1	chrUn
NW_001875228.1	chrUn
NW_001875229.1	chrUn
NW_001875230.1	chrUn
NW_001875231.1	chrUn
NW_001875232.1	chrUn
NW_001875233.1	chrUn
NW_001875235.1	chrUn
NW_001875236.1	chrUn
NW_001875237.1	chrUn
NW_001875238.1	chrUn
NW_001875239.1	chrUn
NW_001875240.1	chrUn
NW_001875241.1	chrUn
NW_001875242.1	chrUn
NW_001875243.1	chrUn
NW_001875244.1	chrUn
NW_001875248.1	chrUn
NW_001875249.1	chrUn
NW_001875250.1	chrUn
NW_001875251.1	chrUn
NW_001875252.1	chrUn
NW_001875253.1	chrUn
NW_001875254.1	chrUn
NW_001875255.1	chrUn
NW_001875257.1	chrUn
NW_001875258.1	chrUn
NW_001875259.1	chrUn
NW_001875260.1	chrUn
NW_001875262.1	chrUn
NW_001875263.1	chrUn
NW_001875264.1	chrUn
NW_001875265.1	chrUn
NW_001875266.1	chrUn
NW_001875268.1	chrUn
NW_001875269.1	chrUn
NW_001875270.1	chrUn
NW_001875271.1	chrUn
NW_001875272.1	chrUn
NW_001875273.1	chrUn
NW_001875274.1	chrUn
NW_001875275.1	chrUn
NW_001875276.1	chrUn
NW_001875277.1	chrUn
NW_001875279.1	chrUn
NW_001875280.1	chrUn
NW_001875281.1	chrUn
NW_001875282.1	chrUn
NW_001875283.1	chrUn
NW_001875284.1	chrUn
NW_001875285.1	chrUn
NW_001875286.1	chrUn
NW_001875287.1	chrUn
NW_001875288.1	chrUn
NW_001875290.1	chrUn
NW_001875291.1	chrUn
NW_001875292.1	chrUn
NW_001875293.1	chrUn
NW_001875294.1	chrUn
NW_001875295.1	chrUn
NW_001875296.1	chrUn
NW_001875297.1	chrUn
NW_001875298.1	chrUn
NW_001875299.1	chrUn
NW_001875301.1	chrUn
NW_001875302.1	chrUn
NW_001875303.1	chrUn
NW_001875304.1	chrUn
NW_001875305.1	chrUn
NW_001875306.1	chrUn
NW_001875307.1	chrUn
NW_001875308.1	chrUn
NW_001875309.1	chrUn
NW_001875310.1	chrUn
NW_001875312.1	chrUn
NW_001875314.1	chrUn
NW_001875315.1	chrUn
NW_001875316.1	chrUn
NW_001875317.1	chrUn
NW_001875318.1	chrUn
NW_001875319.1	chrUn
NW_001875320.1	chrUn
NW_001875321.1	chrUn
NW_001875323.1	chrUn
NW_001875324.1	chrUn
NW_001875325.1	chrUn
NW_001875326.1	chrUn
NW_001875327.1	chrUn
NW_001875328.1	chrUn
NW_001875329.1	chrUn
NW_001875330.1	chrUn
NW_001875331.1	chrUn
NW_001875332.1	chrUn
NW_001875334.1	chrUn
NW_001875335.1	chrUn
NW_001875336.1	chrUn
NW_001875337.1	chrUn
NW_001875338.1	chrUn
NW_001875339.1	chrUn
NW_001875340.1	chrUn
NW_001875341.1	chrUn
NW_001875342.1	chrUn
NW_001875343.1	chrUn
NW_001875345.1	chrUn
NW_001875347.1	chrUn
NW_001875348.1	chrUn
NW_001875349.1	chrUn
NW_001875351.1	chrUn
NW_001875352.1	chrUn
NW_001875353.1	chrUn
NW_001875354.1	chrUn
NW_001875357.1	chrUn
NW_001875358.1	chrUn
NW_001875359.1	chrUn
NW_001875360.1	chrUn
NW_001875361.1	chrUn
NW_001875362.1	chrUn
NW_001875363.1	chrUn
NW_001875365.1	chrUn
NW_001875367.1	chrUn
NW_001875368.1	chrUn
NW_001875369.1	chrUn
NW_001875370.1	chrUn
NW_001875371.1	chrUn
NW_001875372.1	chrUn
NW_001875373.1	chrUn
NW_001875374.1	chrUn
NW_001875375.1	chrUn
NW_001875376.1	chrUn
NW_001875378.1	chrUn
NW_001875379.1	chrUn
NW_001875380.1	chrUn
NW_001875381.1	chrUn
NW_001875382.1	chrUn
NW_001875383.1	chrUn
NW_001875384.1	chrUn
NW_001875385.1	chrUn
NW_001875386.1	chrUn
NW_001875387.1	chrUn
NW_001875389.1	chrUn
NW_001875390.1	chrUn
NW_001875391.1	chrUn
NW_001875392.1	chrUn
NW_001875393.1	chrUn
NW_001875394.1	chrUn
NW_001875395.1	chrUn
NW_001875396.1	chrUn
NW_001875397.1	chrUn
NW_001875398.1	chrUn
NW_001875400.1	chrUn
NW_001875401.1	chrUn
NW_001875402.1	chrUn
NW_001875403.1	chrUn
NW_001875404.1	chrUn
NW_001875405.1	chrUn
NW_001875406.1	chrUn
NW_001875407.1	chrUn
NW_001875408.1	chrUn
NW_001875409.1	chrUn
NW_001875411.1	chrUn
NW_001875412.1	chrUn
NW_001875413.1	chrUn
NW_001875414.1	chrUn
NW_001875415.1	chrUn
NW_001875416.1	chrUn
NW_001875417.1	chrUn
NW_001875418.1	chrUn
NW_001875419.1	chrUn
NW_001875420.1	chrUn
NW_001875422.1	chrUn
NW_001875423.1	chrUn
NW_001875424.1	chrUn
NW_001875425.1	chrUn
NW_001875427.1	chrUn
NW_001875428.1	chrUn
NW_001875429.1	chrUn
NW_001875430.1	chrUn
NW_001875431.1	chrUn
NW_001875433.1	chrUn
NW_001875434.1	chrUn
NW_001875435.1	chrUn
NW_001875436.1	chrUn
NW_001875437.1	chrUn
NW_001875438.1	chrUn
NW_001875439.1	chrUn
NW_001875440.1	chrUn
NW_001875441.1	chrUn
NW_001875442.1	chrUn
NW_001875444.1	chrUn
NW_001875445.1	chrUn
NW_001875446.1	chrUn
NW_001875449.1	chrUn
NW_001875450.1	chrUn
NW_001875451.1	chrUn
NW_001875452.1	chrUn
NW_001875453.1	chrUn
NW_001875455.1	chrUn
NW_001875456.1	chrUn
NW_001875457.1	chrUn
NW_001875458.1	chrUn
NW_001875459.1	chrUn
NW_001875460.1	chrUn
NW_001875462.1	chrUn
NW_001875463.1	chrUn
NW_001875464.1	chrUn
NW_001875466.1	chrUn
NW_001875467.1	chrUn
NW_001875468.1	chrUn
NW_001875469.1	chrUn
NW_001875470.1	chrUn
NW_001875471.1	chrUn
NW_001875472.1	chrUn
NW_001875473.1	chrUn
NW_001875474.1	chrUn
NW_001875475.1	chrUn
NW_001875477.1	chrUn
NW_001875478.1	chrUn
NW_001875479.1	chrUn
NW_001875480.1	chrUn
NW_001875481.1	chrUn
NW_001875482.1	chrUn
NW_001875483.1	chrUn
NW_001875484.1	chrUn
NW_001875485.1	chrUn
NW_001875486.1	chrUn
NW_001875488.1	chrUn
NW_001875489.1	chrUn
NW_001875490.1	chrUn
NW_001875491.1	chrUn
NW_001875492.1	chrUn
NW_001875493.1	chrUn
NW_001875494.1	chrUn
NW_001875495.1	chrUn
NW_001875496.1	chrUn
NW_001875497.1	chrUn
NW_001875500.1	chrUn
NW_001875501.1	chrUn
NW_001875502.1	chrUn
NW_001875503.1	chrUn
NW_001875504.1	chrUn
NW_001875505.1	chrUn
NW_001875506.1	chrUn
NW_001875507.1	chrUn
NW_001875508.1	chrUn
NW_001875510.1	chrUn
NW_001875511.1	chrUn
NW_001875512.1	chrUn
NW_001875513.1	chrUn
NW_001875514.1	chrUn
NW_001875515.1	chrUn
NW_001875516.1	chrUn
NW_001875517.1	chrUn
NW_001875518.1	chrUn
NW_001875519.1	chrUn
NW_001875521.1	chrUn
NW_001875522.1	chrUn
NW_001875523.1	chrUn
NW_001875524.1	chrUn
NW_001875525.1	chrUn
NW_001875526.1	chrUn
NW_001875527.1	chrUn
NW_001875528.1	chrUn
NW_001875529.1	chrUn
NW_001875530.1	chrUn
NW_001875532.1	chrUn
NW_001875534.1	chrUn
NW_001875535.1	chrUn
NW_001875536.1	chrUn
NW_001875537.1	chrUn
NW_001875538.1	chrUn
NW_001875539.1	chrUn
NW_001875540.1	chrUn
NW_001875541.1	chrUn
NW_001875543.1	chrUn
NW_001875544.1	chrUn
NW_001875545.1	chrUn
NW_001875546.1	chrUn
NW_001875547.1	chrUn
NW_001875548.1	chrUn
NW_001875549.1	chrUn
NW_001875550.1	chrUn
NW_001875551.1	chrUn
NW_001875552.1	chrUn
NW_001875554.1	chrUn
NW_001875555.1	chrUn
NW_001875556.1	chrUn
NW_001875557.1	chrUn
NW_001875558.1	chrUn
NW_001875559.1	chrUn
NW_001875560.1	chrUn
NW_001875561.1	chrUn
NW_001875562.1	chrUn
NW_001875563.1	chrUn
NW_001875565.1	chrUn
NW_001875566.1	chrUn
NW_001875567.1	chrUn
NW_001875568.1	chrUn
NW_001875569.1	chrUn
NW_001875570.1	chrUn
NW_001875571.1	chrUn
NW_001875572.1	chrUn
NW_001875573.1	chrUn
NW_001875574.1	chrUn
NW_001875576.1	chrUn
NW_001875577.1	chrUn
NW_001875578.1	chrUn
NW_001875579.1	chrUn
NW_001875580.1	chrUn
NW_001875581.1	chrUn
NW_001875582.1	chrUn
NW_001875583.1	chrUn
NW_001875584.1	chrUn
NW_001875585.1	chrUn
NW_001875588.1	chrUn
NW_001875589.1	chrUn
NW_001875590.1	chrUn
NW_001875591.1	chrUn
NW_001875592.1	chrUn
NW_001875593.1	chrUn
NW_001875594.1	chrUn
NW_001875595.1	chrUn
NW_001875596.1	chrUn
NW_001875598.1	chrUn
NW_001875599.1	chrUn
NW_001875600.1	chrUn
NW_001875601.1	chrUn
NW_001875602.1	chrUn
NW_001875603.1	chrUn
NW_001875604.1	chrUn
NW_001875605.1	chrUn
NW_001875606.1	chrUn
NW_001875607.1	chrUn
NW_001875609.1	chrUn
NW_001875610.1	chrUn
NW_001875611.1	chrUn
NW_001875612.1	chrUn
NW_001875613.1	chrUn
NW_001875614.1	chrUn
NW_001875615.1	chrUn
NW_001875616.1	chrUn
NW_001875617.1	chrUn
NW_001875618.1	chrUn
NW_001875620.1	chrUn
NW_001875621.1	chrUn
NW_001875622.1	chrUn
NW_001875623.1	chrUn
NW_001875624.1	chrUn
NW_001875625.1	chrUn
NW_001875626.1	chrUn
NW_001875627.1	chrUn
NW_001875628.1	chrUn
NW_001875629.1	chrUn
NW_001875631.1	chrUn
NW_001875633.1	chrUn
NW_001875634.1	chrUn
NW_001875635.1	chrUn
NW_001875636.1	chrUn
NW_001875637.1	chrUn
NW_001875638.1	chrUn
NW_001875639.1	chrUn
NW_001875640.1	chrUn
NW_001875642.1	chrUn
NW_001875643.1	chrUn
NW_001875644.1	chrUn
NW_001875645.1	chrUn
NW_001875646.1	chrUn
NW_001875647.1	chrUn
NW_001875648.1	chrUn
NW_001875649.1	chrUn
NW_001875650.1	chrUn
NW_001875651.1	chrUn
NW_001875653.1	chrUn
NW_001875654.1	chrUn
NW_001875655.1	chrUn
NW_001875656.1	chrUn
NW_001875657.1	chrUn
NW_001875658.1	chrUn
NW_001875659.1	chrUn
NW_001875660.1	chrUn
NW_001875661.1	chrUn
NW_001875662.1	chrUn
NW_001875664.1	chrUn
NW_001875665.1	chrUn
NW_001875666.1	chrUn
NW_001875667.1	chrUn
NW_001875668.1	chrUn
NW_001875669.1	chrUn
NW_001875670.1	chrUn
NW_001875671.1	chrUn
NW_001875672.1	chrUn
NW_001875673.1	chrUn
NW_001875675.1	chrUn
NW_001875676.1	chrUn
NW_001875677.1	chrUn
NW_001875678.1	chrUn
NW_001875679.1	chrUn
NW_001875680.1	chrUn
NW_001875681.1	chrUn
NW_001875683.1	chrUn
NW_001875684.1	chrUn
NW_001875687.1	chrUn
NW_001875688.1	chrUn
NW_001875689.1	chrUn
NW_001875690.1	chrUn
NW_001875691.1	chrUn
NW_001875692.1	chrUn
NW_001875693.1	chrUn
NW_001875694.1	chrUn
NW_001875695.1	chrUn
NW_001875696.1	chrUn
NW_001875698.1	chrUn
NW_001875699.1	chrUn
NW_001875700.1	chrUn
NW_001875701.1	chrUn
NW_001875702.1	chrUn
NW_001875703.1	chrUn
NW_001875704.1	chrUn
NW_001875705.1	chrUn
NW_001875706.1	chrUn
NW_001875707.1	chrUn
NW_001875709.1	chrUn
NW_001875710.1	chrUn
NW_001875711.1	chrUn
NW_001875712.1	chrUn
NW_001875713.1	chrUn
NW_001875714.1	chrUn
NW_001875715.1	chrUn
NW_001875716.1	chrUn
NW_001875717.1	chrUn
NW_001875718.1	chrUn
NW_001875720.1	chrUn
NW_001875721.1	chrUn
NW_001875722.1	chrUn
NW_001875723.1	chrUn
NW_001875724.1	chrUn
NW_001875725.1	chrUn
NW_001875726.1	chrUn
NW_001875727.1	chrUn
NW_001875728.1	chrUn
NW_001875729.1	chrUn
NW_001875731.1	chrUn
NW_001875732.1	chrUn
NW_001875733.1	chrUn
NW_001875734.1	chrUn
NW_001875735.1	chrUn
NW_001875736.1	chrUn
NW_001875737.1	chrUn
NW_001875738.1	chrUn
NW_001875739.1	chrUn
NW_001875740.1	chrUn
NW_001875742.1	chrUn
NW_001875743.1	chrUn
NW_001875744.1	chrUn
NW_001875745.1	chrUn
NW_001875746.1	chrUn
NW_001875748.1	chrUn
NW_001875749.1	chrUn
NW_001875750.1	chrUn
NW_001875751.1	chrUn
NW_001875753.1	chrUn
NW_001875754.1	chrUn
NW_001875755.1	chrUn
NW_001875756.1	chrUn
NW_001875757.1	chrUn
NW_001875758.1	chrUn
NW_001875759.1	chrUn
NW_001875760.1	chrUn
NW_001875761.1	chrUn
NW_001875762.1	chrUn
NW_001875764.1	chrUn
NW_001875765.1	chrUn
NW_001875766.1	chrUn
NW_001875767.1	chrUn
NW_001875768.1	chrUn
NW_001875769.1	chrUn
NW_001875770.1	chrUn
NW_001875771.1	chrUn
NW_001875772.1	chrUn
NW_001875773.1	chrUn
NW_001875776.1	chrUn
NW_001875777.1	chrUn
NW_001875778.1	chrUn
NW_001875779.1	chrUn
NW_001875780.1	chrUn
NW_001875781.1	chrUn
NW_001875782.1	chrUn
NW_001875783.1	chrUn
NW_001875784.1	chrUn
NW_001875786.1	chrUn
NW_001875787.1	chrUn
NW_001875788.1	chrUn
NW_001875789.1	chrUn
NW_001875790.1	chrUn
NW_001875791.1	chrUn
NW_001875792.1	chrUn
NW_001875793.1	chrUn
NW_001875794.1	chrUn
NW_001875795.1	chrUn
NW_001875798.1	chrUn
NW_001875799.1	chrUn
NW_001875800.1	chrUn
NW_001875801.1	chrUn
NW_001875802.1	chrUn
NW_001875803.1	chrUn
NW_001875805.1	chrUn
NW_001875807.1	chrUn
NW_001875809.1	chrUn
NW_001875810.1	chrUn
NW_001875811.1	chrUn
NW_001875812.1	chrUn
NW_001875813.1	chrUn
NW_001875814.1	chrUn
NW_001875815.1	chrUn
NW_001875816.1	chrUn
NW_001875817.1	chrUn
NW_001875818.1	chrUn
NW_001875820.1	chrUn
NW_001875821.1	chrUn
NW_001875822.1	chrUn
NW_001875824.1	chrUn
NW_001875825.1	chrUn
NW_001875826.1	chrUn
NW_001875827.1	chrUn
NW_001875828.1	chrUn
NW_001875829.1	chrUn
NW_001875831.1	chrUn
NW_001875832.1	chrUn
NW_001875833.1	chrUn
NW_001875834.1	chrUn
NW_001875835.1	chrUn
NW_001875836.1	chrUn
NW_001875837.1	chrUn
NW_001875839.1	chrUn
NW_001875840.1	chrUn
NW_001875842.1	chrUn
NW_001875843.1	chrUn
NW_001875844.1	chrUn
NW_001875845.1	chrUn
NW_001875846.1	chrUn
NW_001875847.1	chrUn
NW_001875848.1	chrUn
NW_001875849.1	chrUn
NW_001875850.1	chrUn
NW_001875851.1	chrUn
NW_001875853.1	chrUn
NW_001875854.1	chrUn
NW_001875855.1	chrUn
NW_001875856.1	chrUn
NW_001875857.1	chrUn
NW_001875858.1	chrUn
NW_001875859.1	chrUn
NW_001875860.1	chrUn
NW_001875861.1	chrUn
NW_001875862.1	chrUn
NW_001875864.1	chrUn
NW_001875866.1	chrUn
NW_001875867.1	chrUn
NW_001875868.1	chrUn
NW_001875870.1	chrUn
NW_001875871.1	chrUn
NW_001875872.1	chrUn
NW_001875873.1	chrUn
NW_001875875.1	chrUn
NW_001875876.1	chrUn
NW_001875877.1	chrUn
NW_001875878.1	chrUn
NW_001875879.1	chrUn
NW_001875880.1	chrUn
NW_001875881.1	chrUn
NW_001875882.1	chrUn
NW_001875883.1	chrUn
NW_001875884.1	chrUn
NW_001875886.1	chrUn
NW_001875887.1	chrUn
NW_001875888.1	chrUn
NW_001875889.1	chrUn
NW_001875890.1	chrUn
NW_001875891.1	chrUn
NW_001875893.1	chrUn
NW_001875894.1	chrUn
NW_001875897.1	chrUn
NW_001875898.1	chrUn
NW_001875899.1	chrUn
NW_001875900.1	chrUn
NW_001875901.1	chrUn
NW_001875902.1	chrUn
NW_001875903.1	chrUn
NW_001875904.1	chrUn
NW_001875905.1	chrUn
NW_001875906.1	chrUn
NW_001875909.1	chrUn
NW_001875910.1	chrUn
NW_001875911.1	chrUn
NW_001875912.1	chrUn
NW_001875913.1	chrUn
NW_001875916.1	chrUn
NW_001875917.1	chrUn
NW_001875918.1	chrUn
NW_001875920.1	chrUn
NW_001875921.1	chrUn
NW_001875922.1	chrUn
NW_001875923.1	chrUn
NW_001875924.1	chrUn
NW_001875925.1	chrUn
NW_001875926.1	chrUn
NW_001875927.1	chrUn
NW_001875928.1	chrUn
NW_001875929.1	chrUn
NW_001875931.1	chrUn
NW_001875932.1	chrUn
NW_001875934.1	chrUn
NW_001875935.1	chrUn
NW_001875936.1	chrUn
NW_001875937.1	chrUn
NW_001875938.1	chrUn
NW_001875940.1	chrUn
NW_001875942.1	chrUn
NW_001875943.1	chrUn
NW_001875945.1	chrUn
NW_001875946.1	chrUn
NW_001875947.1	chrUn
NW_001875948.1	chrUn
NW_001875949.1	chrUn
NW_001875950.1	chrUn
NW_001875951.1	chrUn
NW_001875953.1	chrUn
NW_001875954.1	chrUn
NW_001875955.1	chrUn
NW_001875957.1	chrUn
NW_001875958.1	chrUn
NW_001875959.1	chrUn
NW_001875960.1	chrUn
NW_001875961.1	chrUn
NW_001875962.1	chrUn
NW_001875964.1	chrUn
NW_001875965.1	chrUn
NW_001875966.1	chrUn
NW_001875967.1	chrUn
NW_001875968.1	chrUn
NW_001875969.1	chrUn
NW_001875970.1	chrUn
NW_001875971.1	chrUn
NW_001875972.1	chrUn
NW_001875973.1	chrUn
NW_001875975.1	chrUn
NW_001875976.1	chrUn
NW_001875977.1	chrUn
NW_001875978.1	chrUn
NW_001875979.1	chrUn
NW_001875980.1	chrUn
NW_001875981.1	chrUn
NW_001875982.1	chrUn
NW_001875984.1	chrUn
NW_001875986.1	chrUn
